job_id,starting_salary,tenure_months,churned_within_1yr
2272,92982.59,17,False
2282,81487.42,20,False
2296,45799.73,21,False
2298,54558.18,16,False
2305,75561.68,20,False
2306,94213.4,20,False
2309,67009.73,4,True
2310,83748.43,16,False
2316,79911.93,15,False
2317,76483.78,0,True
2319,98357.05,17,False
2320,85765.82,16,False
2327,77344.62,17,False
2328,75739.14,7,True
2332,56391.37,21,False
2340,77287.3,2,True
2342,108838.68,14,False
2343,70760.79,7,True
2346,119190.07,16,False
2347,64809.69,3,True
2348,105354.45,19,False
2357,72971.05,5,True
2359,111609.92,5,True
2362,68334.48,3,True
2367,74028.56,17,False
2370,81294.2,7,True
2371,63784.98,8,True
2372,85549.66,9,True
2373,82181.52,2,True
2374,100610.41,14,False
2378,91993.63,4,True
2384,79343.65,14,False
2392,82852.15,7,True
2396,99468.84,13,False
2400,80051.66,3,True
2405,72091.8,7,True
2406,79854.51,16,False
2409,65394.73,12,False
2412,89994.91,23,False
2416,102695.88,8,True
2417,96211.67,10,True
2419,91715.44,24,False
2427,66016.18,0,True
2431,90455.41,19,False
2434,59860.96,5,True
2435,88657.54,7,True
2437,83393.49,2,True
2439,85807.42,6,True
2440,89184.56,16,False
2443,78979.03,22,False
2452,96213.59,11,True
2455,88742.17,3,True
2463,103588.09,13,False
2471,96914.86,9,True
2475,66313.4,2,True
2479,68861.01,21,False
2490,48038.83,18,False
2500,79228.29,2,True
2502,98931.38,16,False
2503,67596.39,2,True
2506,71134.26,4,True
2507,68196.36,24,False
2509,110151.81,4,True
2513,99887.74,9,True
2519,95738.66,10,True
2522,77263.24,19,False
2525,104647.73,0,True
2526,85883.38,22,False
2537,99416.27,7,True
2539,103478.27,10,True
2542,87835.8,21,False
2549,79974.9,3,True
2558,83368.83,10,True
2561,79629.11,2,True
2562,100174.17,7,True
2564,82528.28,8,True
2566,88072.74,9,True
2568,89090.69,13,False
2574,97754.24,8,True
2577,86311.73,13,False
2578,87933.61,7,True
2580,86223.66,21,False
2581,80407.19,10,True
2592,76701.67,20,False
2593,71804.94,12,False
2595,65992.63,18,False
2596,67583.52,22,False
2605,84523.29,23,False
2613,71513.66,14,False
2616,84661.34,9,True
2618,77219.17,19,False
2624,72219.2,2,True
2626,93425.17,8,True
2627,74837.53,15,False
2628,69929.81,20,False
2636,77597.87,4,True
2637,100918.28,3,True
2640,84139.96,7,True
2641,66679.21,10,True
2643,113575.16,11,True
2645,74060.35,10,True
2653,83916.55,11,True
2657,72467.06,18,False
2664,84613.53,7,True
2665,101780.78,5,True
2667,93945.99,23,False
2668,86647.02,2,True
2672,73451.75,17,False
2674,61242.58,20,False
2675,67576.27,8,True
2680,75984.59,21,False
2681,107561.98,7,True
2682,101000.75,0,True
2686,89332.74,0,True
2687,71571.68,22,False
2690,91579.56,9,True
2695,76737.52,6,True
2696,87685.42,20,False
2707,90909.75,12,False
2711,71137.23,5,True
2712,82605.64,10,True
2715,69727.03,14,False
2721,70881.8,5,True
2722,82002.02,12,False
2724,67586.64,7,True
2726,110612.91,5,True
2728,75073.89,16,False
2732,90223.75,22,False
2737,79367.23,19,False
2741,83682.3,24,False
2742,82954.78,5,True
2745,109909.7,22,False
2749,96072.91,14,False
2757,76459.81,18,False
2759,71263.07,8,True
2761,87491.04,19,False
2762,102938.88,19,False
2764,79335.99,21,False
2767,68365.49,14,False
2771,90699.75,11,True
2772,70784.71,19,False
2780,94417.33,10,True
2783,75396.07,16,False
2786,105043.52,6,True
2795,94519.51,21,False
2796,93722.94,19,False
2797,95245.64,14,False
2799,97077.98,5,True
2808,102251.5,23,False
2809,67050.47,2,True
2812,51432.57,17,False
2815,66651.7,17,False
2818,71255.6,10,True
2824,88632.86,13,False
2828,74348.99,8,True
2829,74895.41,19,False
2833,94586.3,14,False
2839,87474.59,1,True
2841,97662.89,22,False
2843,60143.39,2,True
2844,101508.05,22,False
2849,100267.02,18,False
2851,106558.78,9,True
2877,59395.7,16,False
2879,97498.91,10,True
2880,86656.44,8,True
2882,99696.01,20,False
2884,94346.12,13,False
2891,75165.16,12,False
2895,70154.79,18,False
2896,90989.6,2,True
2897,90240.39,11,True
2898,114397.56,3,True
2904,64567.53,1,True
2912,69701.57,1,True
2915,97336.19,8,True
2916,55825.59,20,False
2927,83370.0,7,True
2933,78777.73,23,False
2934,88972.04,12,False
2944,90729.76,5,True
2945,98155.52,9,True
2953,107918.24,19,False
2954,96482.34,2,True
2958,88590.78,20,False
2960,75990.71,22,False
2965,89437.76,2,True
2970,84713.22,6,True
2976,72484.06,14,False
2977,108518.49,16,False
2979,99861.44,2,True
2986,102859.43,1,True
2987,77600.29,22,False
2990,78372.25,20,False
2991,81298.0,18,False
2992,85260.73,17,False
2999,100204.27,14,False
3003,73429.91,9,True
3009,89614.19,1,True
3016,89631.8,24,False
3018,91346.55,4,True
3021,98852.56,22,False
3022,69633.28,8,True
3026,66456.28,0,True
3027,90099.78,24,False
3030,79661.35,8,True
3031,63499.99,12,False
3033,85860.72,12,False
3040,101498.8,2,True
3041,119776.78,17,False
3042,80463.51,24,False
3058,109447.0,4,True
3066,112267.08,1,True
3069,116071.56,15,False
3071,83062.58,21,False
3079,69574.64,1,True
3083,77749.47,17,False
3087,83187.93,10,True
3090,70400.37,16,False
3098,86639.92,23,False
3099,79888.33,19,False
3108,63897.66,12,False
3112,69155.61,3,True
3114,58251.37,2,True
3117,109651.11,5,True
3122,83494.2,12,False
3127,78285.79,2,True
3131,76275.77,11,True
3133,54992.1,8,True
3136,92582.76,19,False
3138,66872.21,2,True
3139,78202.12,12,False
3149,99291.21,13,False
3150,124228.11,24,False
3152,103368.81,0,True
3158,82025.26,0,True
3160,91651.05,20,False
3161,75128.26,7,True
3165,89258.49,22,False
3171,81430.78,21,False
3172,109529.9,3,True
3175,95908.56,15,False
3183,75408.13,14,False
3184,78338.16,24,False
3185,72236.29,3,True
3186,86158.45,11,True
3187,95322.23,22,False
3189,71690.98,19,False
3196,59758.32,15,False
3198,107820.04,14,False
3200,89829.43,4,True
3204,69197.96,10,True
3207,96577.05,20,False
3210,55516.77,24,False
3218,66411.43,12,False
3226,92084.45,19,False
3230,94225.88,11,True
3233,66041.63,13,False
3237,88886.24,15,False
3243,77901.07,6,True
3244,95583.48,21,False
3246,78905.06,4,True
3250,68054.63,22,False
3255,68290.15,21,False
3261,78845.71,16,False
3264,74834.14,15,False
3265,83785.76,5,True
3269,90186.86,15,False
3271,71649.53,21,False
3281,67467.59,7,True
3288,64029.3,18,False
3293,72441.14,18,False
3301,99948.01,1,True
3302,78343.04,14,False
3306,72743.57,11,True
3307,53118.2,0,True
3312,92893.29,9,True
3314,87677.63,4,True
3322,82892.81,24,False
3324,73375.28,5,True
3325,92596.08,7,True
3330,98188.62,14,False
3334,113000.91,15,False
3337,65843.49,0,True
3339,80948.3,20,False
3349,73269.86,7,True
3357,75585.61,13,False
3358,77121.3,16,False
3363,70019.61,8,True
3367,65594.63,21,False
3371,81283.93,11,True
3375,93706.32,3,True
3380,88503.84,19,False
3387,96424.15,8,True
3398,75228.17,11,True
3399,83783.39,19,False
3400,97389.57,13,False
3401,89666.84,1,True
3402,79726.89,22,False
3405,62117.12,16,False
3416,87608.21,24,False
3417,50304.62,1,True
3419,91351.48,17,False
3429,47461.83,22,False
3431,74585.19,12,False
3435,112224.93,2,True
3444,58748.79,12,False
3445,90706.33,7,True
3451,91093.87,1,True
3452,95200.7,19,False
3453,79741.61,4,True
3460,88469.43,16,False
3461,84356.46,23,False
3463,66766.68,19,False
3464,95904.16,4,True
3466,109494.01,12,False
3468,57153.57,18,False
3472,91769.91,2,True
3475,88217.29,14,False
3476,119838.81,23,False
3480,107343.36,7,True
3485,76351.61,14,False
3512,94761.52,10,True
3523,79088.64,14,False
3526,66227.16,16,False
3527,79319.82,23,False
3528,72904.47,2,True
3529,79595.48,16,False
3535,91703.28,15,False
3539,95175.96,3,True
3544,75011.6,24,False
3545,76167.4,21,False
3559,94345.48,17,False
3564,64889.47,2,True
3574,99044.85,14,False
3577,71466.09,19,False
3579,82967.44,1,True
3582,69751.84,1,True
3584,72921.75,10,True
3585,80256.98,7,True
3586,93057.07,20,False
3588,105358.88,9,True
3591,71338.8,14,False
3607,47439.89,6,True
3614,65263.39,4,True
3618,75018.67,10,True
3622,81882.98,5,True
3628,90592.93,11,True
3632,67032.68,12,False
3638,100480.24,22,False
3646,77660.78,12,False
3656,111693.98,20,False
3657,83587.55,23,False
3658,84875.72,1,True
3661,50884.08,22,False
3671,79214.56,11,True
3674,87323.69,1,True
3675,103214.98,4,True
3680,80370.36,12,False
3683,100314.98,8,True
3687,71741.49,0,True
3690,67516.81,12,False
3691,92349.21,7,True
3692,103662.7,4,True
3698,69237.37,3,True
3701,59709.75,1,True
3705,88438.0,2,True
3713,98724.0,22,False
3714,77410.15,24,False
3716,95810.17,4,True
3725,82960.06,21,False
3729,64366.03,9,True
3731,97530.03,7,True
3733,93367.96,1,True
3735,87196.4,18,False
3738,116711.61,17,False
3753,111135.62,12,False
3755,79083.89,0,True
3760,73968.53,7,True
3761,70453.24,12,False
3762,87684.97,19,False
3773,59845.1,20,False
3775,94384.78,13,False
3787,112011.26,1,True
3791,68248.46,1,True
3794,76839.47,15,False
3802,94673.87,17,False
3803,102898.68,24,False
3806,84068.92,7,True
3815,94271.76,17,False
3820,92706.22,13,False
3824,92602.92,15,False
3825,91875.67,20,False
3829,74914.1,0,True
3830,71220.75,4,True
3835,105141.21,19,False
3839,79040.52,1,True
3843,84191.69,14,False
3845,72294.1,3,True
3846,73152.72,13,False
3847,78758.53,9,True
3849,114570.19,21,False
3868,88576.5,6,True
3869,102150.06,20,False
3870,109823.22,17,False
3875,90123.01,18,False
3887,74547.46,16,False
3895,95615.39,13,False
3896,85063.89,20,False
3903,100873.65,5,True
3911,61506.2,19,False
3912,83427.24,17,False
3917,63249.09,24,False
3934,81601.54,24,False
3935,88869.94,6,True
3938,90488.03,22,False
3939,83556.75,7,True
3941,57629.79,5,True
3954,87644.87,20,False
3960,69924.29,0,True
3962,88892.88,3,True
3966,84731.3,21,False
3968,84548.72,9,True
3974,65180.37,15,False
3975,86492.6,2,True
3978,94107.14,21,False
3980,97552.27,23,False
3983,80526.97,7,True
3986,100966.33,4,True
3987,68059.61,3,True
3991,70316.9,8,True
3993,78921.61,6,True
3994,66176.87,6,True
3995,94132.14,20,False
3996,101057.05,2,True
3999,99367.94,2,True
4001,71759.2,16,False
4002,68050.12,19,False
4005,104027.7,15,False
4008,95339.86,23,False
4012,76878.31,21,False
4014,87995.76,20,False
4017,80967.76,21,False
4025,83053.94,14,False
4027,72919.82,8,True
4034,91827.64,16,False
4035,66521.97,4,True
4037,76041.02,1,True
4038,75216.05,11,True
4040,105075.53,23,False
4043,84090.11,16,False
4044,93210.89,3,True
4048,105383.08,17,False
4050,73020.17,12,False
4052,94467.55,23,False
4054,118997.21,10,True
4058,75380.44,12,False
4060,105740.98,19,False
4062,89116.67,6,True
4064,85861.96,7,True
4065,103271.34,4,True
4073,66086.18,22,False
4075,94665.89,2,True
4079,82640.07,23,False
4082,89161.46,2,True
4083,69198.87,5,True
4087,74237.08,9,True
4091,76528.57,7,True
4095,95897.82,11,True
4098,85320.16,7,True
4099,95163.54,14,False
4103,93151.62,4,True
4105,94992.62,16,False
4107,79787.14,14,False
4115,69552.51,16,False
4122,74878.64,13,False
4130,114326.26,13,False
4133,77942.93,23,False
4138,87561.76,17,False
4140,83985.21,22,False
4149,82730.12,14,False
4150,111131.5,9,True
4153,74454.07,15,False
4164,66201.58,3,True
4181,87993.05,3,True
4187,98521.47,17,False
4192,99067.52,14,False
4196,82265.34,9,True
4204,68680.95,13,False
4205,76992.11,24,False
4207,85491.4,17,False
4210,76762.08,13,False
4212,78205.3,3,True
4213,92489.91,13,False
4222,48400.65,10,True
4224,86951.42,13,False
4225,89972.96,0,True
4227,108473.4,18,False
4232,78937.15,18,False
4234,77050.0,18,False
4235,83661.6,4,True
4236,85699.68,17,False
4245,95845.57,22,False
4246,89035.79,9,True
4247,87268.24,12,False
4250,71522.64,24,False
4251,78097.19,16,False
4258,82167.55,6,True
4262,65668.02,22,False
4265,57134.05,1,True
4274,124281.78,18,False
4283,77252.22,14,False
4285,107424.53,19,False
4290,73122.53,5,True
4295,73201.3,24,False
4300,63964.25,2,True
4304,114659.53,12,False
4306,96377.56,12,False
4308,78729.25,11,True
4311,74225.75,14,False
4317,77999.45,21,False
4318,69729.27,19,False
4320,102204.45,14,False
4321,107748.35,2,True
4324,83563.44,18,False
4343,72195.33,11,True
4346,87991.55,11,True
4354,84081.79,24,False
4356,74728.85,21,False
4358,102562.66,20,False
4361,86020.84,24,False
4363,48899.24,1,True
4366,76779.6,16,False
4370,91253.34,20,False
4371,84392.39,6,True
4373,65666.37,2,True
4375,87831.36,9,True
4377,115222.57,4,True
4381,110260.7,0,True
4383,85616.72,0,True
4384,79074.94,12,False
4386,80905.37,21,False
4388,64941.39,13,False
4391,90791.73,13,False
4397,112586.49,12,False
4404,58015.99,8,True
4406,78230.64,1,True
4407,86066.0,11,True
4410,102515.62,9,True
4412,94701.08,11,True
4419,110257.64,16,False
4423,83922.96,6,True
4426,71994.41,15,False
4430,87514.26,18,False
4434,77508.09,9,True
4435,105002.63,2,True
4441,90285.25,5,True
4443,63173.39,16,False
4448,83861.52,7,True
4449,51740.74,9,True
4455,67729.22,20,False
4457,107419.76,13,False
4459,73170.27,0,True
4461,73095.17,13,False
4463,81603.08,5,True
4464,85271.23,9,True
4470,86787.47,17,False
4487,68893.86,8,True
4491,84515.92,13,False
4502,88733.42,14,False
4503,94778.26,24,False
4509,74590.89,1,True
4515,85923.06,14,False
4520,101230.05,10,True
4525,76224.9,1,True
4526,85604.2,13,False
4529,71969.0,8,True
4530,72434.73,18,False
4533,82864.27,4,True
4538,88953.91,19,False
4542,74027.27,24,False
4548,71283.75,15,False
4557,78034.95,23,False
4559,78197.0,21,False
4568,66502.0,19,False
4572,84972.81,2,True
4577,94206.85,23,False
4579,111030.94,24,False
4581,83000.38,22,False
4582,55526.63,24,False
4594,84301.88,0,True
4595,103707.48,6,True
4597,76518.91,23,False
4601,80040.41,1,True
4605,77956.94,7,True
4607,101625.22,6,True
4614,92507.45,11,True
4635,77549.0,4,True
4639,78991.36,15,False
4640,99312.01,12,False
4641,107902.5,0,True
4651,83340.02,8,True
4653,65483.36,23,False
4660,80552.26,19,False
4669,85952.48,21,False
